question,answer
"What is track with values track_id: 32, name: Deuces Are Wild, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Jim Vallance, milliseconds: 215875, bytes: 7074167, unit_price: 0.99?","track details are track_id: 32, name: Deuces Are Wild, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Jim Vallance, milliseconds: 215875, bytes: 7074167, unit_price: 0.99."
"What is track with values track_id: 33, name: The Other Side, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Jim Vallance, milliseconds: 244375, bytes: 7983270, unit_price: 0.99?","track details are track_id: 33, name: The Other Side, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Jim Vallance, milliseconds: 244375, bytes: 7983270, unit_price: 0.99."
"What is track with values track_id: 34, name: Crazy, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Joe Perry, Desmond Child, milliseconds: 316656, bytes: 10402398, unit_price: 0.99?","track details are track_id: 34, name: Crazy, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Joe Perry, Desmond Child, milliseconds: 316656, bytes: 10402398, unit_price: 0.99."
"What is track with values track_id: 35, name: Eat The Rich, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Joe Perry, Jim Vallance, milliseconds: 251036, bytes: 8262039, unit_price: 0.99?","track details are track_id: 35, name: Eat The Rich, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Joe Perry, Jim Vallance, milliseconds: 251036, bytes: 8262039, unit_price: 0.99."
"What is track with values track_id: 36, name: Angel, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Desmond Child, milliseconds: 307617, bytes: 9989331, unit_price: 0.99?","track details are track_id: 36, name: Angel, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Desmond Child, milliseconds: 307617, bytes: 9989331, unit_price: 0.99."
"What is track with values track_id: 37, name: Livin' On The Edge, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Joe Perry, Mark Hudson, milliseconds: 381231, bytes: 12374569, unit_price: 0.99?","track details are track_id: 37, name: Livin' On The Edge, album_id: 5, media_type_id: 1, genre_id: 1, composer: Steven Tyler, Joe Perry, Mark Hudson, milliseconds: 381231, bytes: 12374569, unit_price: 0.99."
"What is track with values track_id: 38, name: All I Really Want, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 284891, bytes: 9375567, unit_price: 0.99?","track details are track_id: 38, name: All I Really Want, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 284891, bytes: 9375567, unit_price: 0.99."
"What is track with values track_id: 39, name: You Oughta Know, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 249234, bytes: 8196916, unit_price: 0.99?","track details are track_id: 39, name: You Oughta Know, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 249234, bytes: 8196916, unit_price: 0.99."
"What is track with values track_id: 40, name: Perfect, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 188133, bytes: 6145404, unit_price: 0.99?","track details are track_id: 40, name: Perfect, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 188133, bytes: 6145404, unit_price: 0.99."
"What is track with values track_id: 41, name: Hand In My Pocket, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 221570, bytes: 7224246, unit_price: 0.99?","track details are track_id: 41, name: Hand In My Pocket, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 221570, bytes: 7224246, unit_price: 0.99."
"What is track with values track_id: 42, name: Right Through You, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 176117, bytes: 5793082, unit_price: 0.99?","track details are track_id: 42, name: Right Through You, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 176117, bytes: 5793082, unit_price: 0.99."
"What is track with values track_id: 43, name: Forgiven, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 300355, bytes: 9753256, unit_price: 0.99?","track details are track_id: 43, name: Forgiven, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 300355, bytes: 9753256, unit_price: 0.99."
"What is track with values track_id: 44, name: You Learn, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 239699, bytes: 7824837, unit_price: 0.99?","track details are track_id: 44, name: You Learn, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 239699, bytes: 7824837, unit_price: 0.99."
"What is track with values track_id: 45, name: Head Over Feet, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 267493, bytes: 8758008, unit_price: 0.99?","track details are track_id: 45, name: Head Over Feet, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 267493, bytes: 8758008, unit_price: 0.99."
"What is track with values track_id: 46, name: Mary Jane, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 280607, bytes: 9163588, unit_price: 0.99?","track details are track_id: 46, name: Mary Jane, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 280607, bytes: 9163588, unit_price: 0.99."
"What is track with values track_id: 47, name: Ironic, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 229825, bytes: 7598866, unit_price: 0.99?","track details are track_id: 47, name: Ironic, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 229825, bytes: 7598866, unit_price: 0.99."
"What is track with values track_id: 48, name: Not The Doctor, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 227631, bytes: 7604601, unit_price: 0.99?","track details are track_id: 48, name: Not The Doctor, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 227631, bytes: 7604601, unit_price: 0.99."
"What is track with values track_id: 49, name: Wake Up, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 293485, bytes: 9703359, unit_price: 0.99?","track details are track_id: 49, name: Wake Up, album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 293485, bytes: 9703359, unit_price: 0.99."
"What is track with values track_id: 50, name: You Oughta Know (Alternate), album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 491885, bytes: 16008629, unit_price: 0.99?","track details are track_id: 50, name: You Oughta Know (Alternate), album_id: 6, media_type_id: 1, genre_id: 1, composer: Alanis Morissette & Glenn Ballard, milliseconds: 491885, bytes: 16008629, unit_price: 0.99."
"What is track with values track_id: 51, name: We Die Young, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 152084, bytes: 4925362, unit_price: 0.99?","track details are track_id: 51, name: We Die Young, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 152084, bytes: 4925362, unit_price: 0.99."
"What is track with values track_id: 52, name: Man In The Box, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 286641, bytes: 9310272, unit_price: 0.99?","track details are track_id: 52, name: Man In The Box, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 286641, bytes: 9310272, unit_price: 0.99."
"What is track with values track_id: 53, name: Sea Of Sorrow, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 349831, bytes: 11316328, unit_price: 0.99?","track details are track_id: 53, name: Sea Of Sorrow, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 349831, bytes: 11316328, unit_price: 0.99."
"What is track with values track_id: 54, name: Bleed The Freak, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 241946, bytes: 7847716, unit_price: 0.99?","track details are track_id: 54, name: Bleed The Freak, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 241946, bytes: 7847716, unit_price: 0.99."
"What is track with values track_id: 55, name: I Can't Remember, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 222955, bytes: 7302550, unit_price: 0.99?","track details are track_id: 55, name: I Can't Remember, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 222955, bytes: 7302550, unit_price: 0.99."
"What is track with values track_id: 56, name: Love, Hate, Love, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 387134, bytes: 12575396, unit_price: 0.99?","track details are track_id: 56, name: Love, Hate, Love, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 387134, bytes: 12575396, unit_price: 0.99."
"What is track with values track_id: 57, name: It Ain't Like That, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Michael Starr, Sean Kinney, milliseconds: 277577, bytes: 8993793, unit_price: 0.99?","track details are track_id: 57, name: It Ain't Like That, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Michael Starr, Sean Kinney, milliseconds: 277577, bytes: 8993793, unit_price: 0.99."
"What is track with values track_id: 58, name: Sunshine, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 284969, bytes: 9216057, unit_price: 0.99?","track details are track_id: 58, name: Sunshine, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 284969, bytes: 9216057, unit_price: 0.99."
"What is track with values track_id: 59, name: Put You Down, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 196231, bytes: 6420530, unit_price: 0.99?","track details are track_id: 59, name: Put You Down, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 196231, bytes: 6420530, unit_price: 0.99."
"What is track with values track_id: 60, name: Confusion, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Michael Starr, Layne Staley, milliseconds: 344163, bytes: 11183647, unit_price: 0.99?","track details are track_id: 60, name: Confusion, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Michael Starr, Layne Staley, milliseconds: 344163, bytes: 11183647, unit_price: 0.99."
"What is track with values track_id: 61, name: I Know Somethin (Bout You), album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 261955, bytes: 8497788, unit_price: 0.99?","track details are track_id: 61, name: I Know Somethin (Bout You), album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, milliseconds: 261955, bytes: 8497788, unit_price: 0.99."
"What is track with values track_id: 62, name: Real Thing, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 243879, bytes: 7937731, unit_price: 0.99?","track details are track_id: 62, name: Real Thing, album_id: 7, media_type_id: 1, genre_id: 1, composer: Jerry Cantrell, Layne Staley, milliseconds: 243879, bytes: 7937731, unit_price: 0.99."
"What is track with values track_id: 63, name: Desafinado, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 185338, bytes: 5990473, unit_price: 0.99?","track details are track_id: 63, name: Desafinado, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 185338, bytes: 5990473, unit_price: 0.99."
"What is track with values track_id: 64, name: Garota De Ipanema, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 285048, bytes: 9348428, unit_price: 0.99?","track details are track_id: 64, name: Garota De Ipanema, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 285048, bytes: 9348428, unit_price: 0.99."
"What is track with values track_id: 65, name: Samba De Uma Nota Só (One Note Samba), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 137273, bytes: 4535401, unit_price: 0.99?","track details are track_id: 65, name: Samba De Uma Nota Só (One Note Samba), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 137273, bytes: 4535401, unit_price: 0.99."
"What is track with values track_id: 66, name: Por Causa De Você, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 169900, bytes: 5536496, unit_price: 0.99?","track details are track_id: 66, name: Por Causa De Você, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 169900, bytes: 5536496, unit_price: 0.99."
"What is track with values track_id: 67, name: Ligia, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 251977, bytes: 8226934, unit_price: 0.99?","track details are track_id: 67, name: Ligia, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 251977, bytes: 8226934, unit_price: 0.99."
"What is track with values track_id: 68, name: Fotografia, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 129227, bytes: 4198774, unit_price: 0.99?","track details are track_id: 68, name: Fotografia, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 129227, bytes: 4198774, unit_price: 0.99."
"What is track with values track_id: 69, name: Dindi (Dindi), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 253178, bytes: 8149148, unit_price: 0.99?","track details are track_id: 69, name: Dindi (Dindi), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 253178, bytes: 8149148, unit_price: 0.99."
"What is track with values track_id: 70, name: Se Todos Fossem Iguais A Você (Instrumental), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 134948, bytes: 4393377, unit_price: 0.99?","track details are track_id: 70, name: Se Todos Fossem Iguais A Você (Instrumental), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 134948, bytes: 4393377, unit_price: 0.99."
"What is track with values track_id: 71, name: Falando De Amor, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 219663, bytes: 7121735, unit_price: 0.99?","track details are track_id: 71, name: Falando De Amor, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 219663, bytes: 7121735, unit_price: 0.99."
"What is track with values track_id: 72, name: Angela, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 169508, bytes: 5574957, unit_price: 0.99?","track details are track_id: 72, name: Angela, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 169508, bytes: 5574957, unit_price: 0.99."
"What is track with values track_id: 73, name: Corcovado (Quiet Nights Of Quiet Stars), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 205662, bytes: 6687994, unit_price: 0.99?","track details are track_id: 73, name: Corcovado (Quiet Nights Of Quiet Stars), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 205662, bytes: 6687994, unit_price: 0.99."
"What is track with values track_id: 74, name: Outra Vez, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 126511, bytes: 4110053, unit_price: 0.99?","track details are track_id: 74, name: Outra Vez, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 126511, bytes: 4110053, unit_price: 0.99."
"What is track with values track_id: 75, name: O Boto (Bôto), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 366837, bytes: 12089673, unit_price: 0.99?","track details are track_id: 75, name: O Boto (Bôto), album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 366837, bytes: 12089673, unit_price: 0.99."
"What is track with values track_id: 76, name: Canta, Canta Mais, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 271856, bytes: 8719426, unit_price: 0.99?","track details are track_id: 76, name: Canta, Canta Mais, album_id: 8, media_type_id: 1, genre_id: 2, composer: None, milliseconds: 271856, bytes: 8719426, unit_price: 0.99."
"What is track with values track_id: 77, name: Enter Sandman, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 221701, bytes: 7286305, unit_price: 0.99?","track details are track_id: 77, name: Enter Sandman, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 221701, bytes: 7286305, unit_price: 0.99."
"What is track with values track_id: 78, name: Master Of Puppets, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 436453, bytes: 14375310, unit_price: 0.99?","track details are track_id: 78, name: Master Of Puppets, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 436453, bytes: 14375310, unit_price: 0.99."
"What is track with values track_id: 79, name: Harvester Of Sorrow, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 374543, bytes: 12372536, unit_price: 0.99?","track details are track_id: 79, name: Harvester Of Sorrow, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 374543, bytes: 12372536, unit_price: 0.99."
"What is track with values track_id: 80, name: The Unforgiven, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 322925, bytes: 10422447, unit_price: 0.99?","track details are track_id: 80, name: The Unforgiven, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 322925, bytes: 10422447, unit_price: 0.99."
"What is track with values track_id: 81, name: Sad But True, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 288208, bytes: 9405526, unit_price: 0.99?","track details are track_id: 81, name: Sad But True, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 288208, bytes: 9405526, unit_price: 0.99."
"What is track with values track_id: 82, name: Creeping Death, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 308035, bytes: 10110980, unit_price: 0.99?","track details are track_id: 82, name: Creeping Death, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 308035, bytes: 10110980, unit_price: 0.99."
"What is track with values track_id: 83, name: Wherever I May Roam, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 369345, bytes: 12033110, unit_price: 0.99?","track details are track_id: 83, name: Wherever I May Roam, album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 369345, bytes: 12033110, unit_price: 0.99."
"What is track with values track_id: 84, name: Welcome Home (Sanitarium), album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 350197, bytes: 11406431, unit_price: 0.99?","track details are track_id: 84, name: Welcome Home (Sanitarium), album_id: 9, media_type_id: 1, genre_id: 3, composer: Apocalyptica, milliseconds: 350197, bytes: 11406431, unit_price: 0.99."
"What is track with values track_id: 85, name: Cochise, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 222380, bytes: 5339931, unit_price: 0.99?","track details are track_id: 85, name: Cochise, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 222380, bytes: 5339931, unit_price: 0.99."
"What is track with values track_id: 86, name: Show Me How to Live, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 277890, bytes: 6672176, unit_price: 0.99?","track details are track_id: 86, name: Show Me How to Live, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 277890, bytes: 6672176, unit_price: 0.99."
"What is track with values track_id: 87, name: Gasoline, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 279457, bytes: 6709793, unit_price: 0.99?","track details are track_id: 87, name: Gasoline, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 279457, bytes: 6709793, unit_price: 0.99."
"What is track with values track_id: 88, name: What You Are, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 249391, bytes: 5988186, unit_price: 0.99?","track details are track_id: 88, name: What You Are, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 249391, bytes: 5988186, unit_price: 0.99."
"What is track with values track_id: 89, name: Like a Stone, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 294034, bytes: 7059624, unit_price: 0.99?","track details are track_id: 89, name: Like a Stone, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 294034, bytes: 7059624, unit_price: 0.99."
"What is track with values track_id: 90, name: Set It Off, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 263262, bytes: 6321091, unit_price: 0.99?","track details are track_id: 90, name: Set It Off, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 263262, bytes: 6321091, unit_price: 0.99."
"What is track with values track_id: 91, name: Shadow on the Sun, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 343457, bytes: 8245793, unit_price: 0.99?","track details are track_id: 91, name: Shadow on the Sun, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 343457, bytes: 8245793, unit_price: 0.99."
"What is track with values track_id: 92, name: I am the Highway, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 334942, bytes: 8041411, unit_price: 0.99?","track details are track_id: 92, name: I am the Highway, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 334942, bytes: 8041411, unit_price: 0.99."
"What is track with values track_id: 93, name: Exploder, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 206053, bytes: 4948095, unit_price: 0.99?","track details are track_id: 93, name: Exploder, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 206053, bytes: 4948095, unit_price: 0.99."
"What is track with values track_id: 94, name: Hypnotize, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 206628, bytes: 4961887, unit_price: 0.99?","track details are track_id: 94, name: Hypnotize, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 206628, bytes: 4961887, unit_price: 0.99."
"What is track with values track_id: 95, name: Bring'em Back Alive, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 329534, bytes: 7911634, unit_price: 0.99?","track details are track_id: 95, name: Bring'em Back Alive, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 329534, bytes: 7911634, unit_price: 0.99."
"What is track with values track_id: 96, name: Light My Way, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 303595, bytes: 7289084, unit_price: 0.99?","track details are track_id: 96, name: Light My Way, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 303595, bytes: 7289084, unit_price: 0.99."
"What is track with values track_id: 97, name: Getaway Car, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 299598, bytes: 7193162, unit_price: 0.99?","track details are track_id: 97, name: Getaway Car, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 299598, bytes: 7193162, unit_price: 0.99."
"What is track with values track_id: 98, name: The Last Remaining Light, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 317492, bytes: 7622615, unit_price: 0.99?","track details are track_id: 98, name: The Last Remaining Light, album_id: 10, media_type_id: 1, genre_id: 1, composer: Audioslave/Chris Cornell, milliseconds: 317492, bytes: 7622615, unit_price: 0.99."
"What is track with values track_id: 99, name: Your Time Has Come, album_id: 11, media_type_id: 1, genre_id: 4, composer: Cornell, Commerford, Morello, Wilk, milliseconds: 255529, bytes: 8273592, unit_price: 0.99?","track details are track_id: 99, name: Your Time Has Come, album_id: 11, media_type_id: 1, genre_id: 4, composer: Cornell, Commerford, Morello, Wilk, milliseconds: 255529, bytes: 8273592, unit_price: 0.99."
"What is track with values track_id: 100, name: Out Of Exile, album_id: 11, media_type_id: 1, genre_id: 4, composer: Cornell, Commerford, Morello, Wilk, milliseconds: 291291, bytes: 9506571, unit_price: 0.99?","track details are track_id: 100, name: Out Of Exile, album_id: 11, media_type_id: 1, genre_id: 4, composer: Cornell, Commerford, Morello, Wilk, milliseconds: 291291, bytes: 9506571, unit_price: 0.99."
"What is playlist with values playlist_id: 1, name: Music?","playlist details are playlist_id: 1, name: Music."
"What is playlist with values playlist_id: 2, name: Movies?","playlist details are playlist_id: 2, name: Movies."
"What is playlist with values playlist_id: 3, name: TV Shows?","playlist details are playlist_id: 3, name: TV Shows."
"What is playlist with values playlist_id: 4, name: Audiobooks?","playlist details are playlist_id: 4, name: Audiobooks."
"What is playlist with values playlist_id: 5, name: 90’s Music?","playlist details are playlist_id: 5, name: 90’s Music."
"What is playlist with values playlist_id: 6, name: Audiobooks?","playlist details are playlist_id: 6, name: Audiobooks."
"What is playlist with values playlist_id: 7, name: Movies?","playlist details are playlist_id: 7, name: Movies."
"What is playlist with values playlist_id: 8, name: Music?","playlist details are playlist_id: 8, name: Music."
"What is playlist with values playlist_id: 9, name: Music Videos?","playlist details are playlist_id: 9, name: Music Videos."
"What is playlist with values playlist_id: 10, name: TV Shows?","playlist details are playlist_id: 10, name: TV Shows."
"What is playlist with values playlist_id: 11, name: Brazilian Music?","playlist details are playlist_id: 11, name: Brazilian Music."
"What is playlist with values playlist_id: 12, name: Classical?","playlist details are playlist_id: 12, name: Classical."
"What is playlist with values playlist_id: 13, name: Classical 101 - Deep Cuts?","playlist details are playlist_id: 13, name: Classical 101 - Deep Cuts."
"What is playlist with values playlist_id: 14, name: Classical 101 - Next Steps?","playlist details are playlist_id: 14, name: Classical 101 - Next Steps."
"What is playlist with values playlist_id: 15, name: Classical 101 - The Basics?","playlist details are playlist_id: 15, name: Classical 101 - The Basics."
"What is playlist with values playlist_id: 16, name: Grunge?","playlist details are playlist_id: 16, name: Grunge."
"What is playlist with values playlist_id: 17, name: Heavy Metal Classic?","playlist details are playlist_id: 17, name: Heavy Metal Classic."
"What is playlist with values playlist_id: 18, name: On-The-Go 1?","playlist details are playlist_id: 18, name: On-The-Go 1."
"What is playlist_track with values playlist_id: 1, track_id: 3402?","playlist_track details are playlist_id: 1, track_id: 3402."
"What is playlist_track with values playlist_id: 1, track_id: 3389?","playlist_track details are playlist_id: 1, track_id: 3389."
"What is playlist_track with values playlist_id: 1, track_id: 3390?","playlist_track details are playlist_id: 1, track_id: 3390."
"What is playlist_track with values playlist_id: 1, track_id: 3391?","playlist_track details are playlist_id: 1, track_id: 3391."
"What is playlist_track with values playlist_id: 1, track_id: 3392?","playlist_track details are playlist_id: 1, track_id: 3392."
"What is playlist_track with values playlist_id: 1, track_id: 3393?","playlist_track details are playlist_id: 1, track_id: 3393."
"What is playlist_track with values playlist_id: 1, track_id: 3394?","playlist_track details are playlist_id: 1, track_id: 3394."
"What is playlist_track with values playlist_id: 1, track_id: 3395?","playlist_track details are playlist_id: 1, track_id: 3395."
"What is playlist_track with values playlist_id: 1, track_id: 3396?","playlist_track details are playlist_id: 1, track_id: 3396."
